,country,year,total_gdp,suicides_no,population,suicides_rate,gdp_per_capita
1125,Kazakhstan,1992,24906939560,3356,15150100,22.1517,1644.01
1126,Kazakhstan,1993,23409027476,4019,15331400,26.2142,1526.87
1127,Kazakhstan,1994,21250839258,4024,15229600,26.4222,1395.36
1128,Kazakhstan,1995,20374307047,4706,14989600,31.3951,1359.23
1129,Kazakhstan,1996,21035357833,4773,14487700,32.9452,1451.95
1130,Kazakhstan,1997,22165932063,4642,14394600,32.2482,1539.88
1131,Kazakhstan,1998,22135245413,4313,13844200,31.1538,1598.88
1132,Kazakhstan,1999,16870817135,3991,13773400,28.9761,1224.88
1133,Kazakhstan,2000,18291990619,4428,13772422,32.1512,1328.16
1134,Kazakhstan,2001,22152694162,4377,13772696,31.7803,1608.45
1135,Kazakhstan,2002,24636593223,4240,13777476,30.7749,1788.18
1136,Kazakhstan,2003,30833699703,4321,13811863,31.2847,2232.41
1137,Kazakhstan,2004,43151647003,4394,13873328,31.6723,3110.4
1138,Kazakhstan,2005,57123671734,3903,13947770,27.983,4095.54
1139,Kazakhstan,2006,81003884545,4076,14037676,29.0361,5770.46
1140,Kazakhstan,2007,105000000000,4141,14125606,29.3156,7433.31
1141,Kazakhstan,2008,133000000000,3997,14216053,28.1161,9355.62
1142,Kazakhstan,2009,115000000000,3838,14370635,26.7072,8002.43
1143,Kazakhstan,2010,148000000000,3609,14713167,24.529,10059.02
1144,Kazakhstan,2011,193000000000,3401,14853350,22.8972,12993.7
1145,Kazakhstan,2012,208000000000,3240,15023549,21.5661,13844.93
1146,Kazakhstan,2013,237000000000,3512,15215382,23.0819,15576.34
1147,Kazakhstan,2014,221000000000,3119,15428844,20.2154,14323.82
1148,Kazakhstan,2015,184000000000,2872,15646752,18.3552,11759.63
1149,Kiribati,1991,47515189,10,61855,16.1668,768.17
1150,Kiribati,1992,47737955,4,62856,6.3638,759.48
1151,Kiribati,1993,46919625,12,63848,18.7946,734.86
1152,Kiribati,1994,54832578,10,64871,15.4152,845.26
1153,Kiribati,1995,56338028,2,65923,3.0338,854.6
1154,Kiribati,1996,66515377,6,67126,8.9384,990.9
1155,Kiribati,1997,67537480,5,68328,7.3176,988.43
1156,Kiribati,1998,65334841,4,69570,5.7496,939.12
1157,Kiribati,1999,69032258,0,70938,0.0,973.14
1158,Kiribati,2000,67254174,0,72440,0.0,928.41
1159,Kiribati,2001,63101272,0,73851,0.0,854.44
1160,Kuwait,1985,21442619681,17,1468000,1.158,14606.69
1161,Kuwait,1986,17903681693,16,1535300,1.0421,11661.36
1162,Kuwait,1987,22365734482,16,1606300,0.9961,13923.76
1163,Kuwait,1993,23941391391,18,1273600,1.4133,18798.2
1164,Kuwait,1994,24848483838,30,1448000,2.0718,17160.56
1165,Kuwait,1995,27191689008,26,1511100,1.7206,17994.63
1166,Kuwait,1996,31493987642,30,1568700,1.9124,20076.49
1167,Kuwait,1997,30354434553,33,1617500,2.0402,18766.27
1168,Kuwait,1998,25941929462,35,1825766,1.917,14208.79
1169,Kuwait,1999,30121879435,46,1898700,2.4227,15864.48
1170,Kuwait,2000,37711864407,34,1973153,1.7231,19112.49
1171,Kuwait,2001,34890772742,30,2038530,1.4716,17115.65
1172,Kuwait,2002,38137545245,45,2158603,2.0847,17667.7
1173,Kuwait,2003,47875838926,44,1950622,2.2557,24543.88
1174,Kuwait,2004,59440108585,45,1996086,2.2544,29778.33
1175,Kuwait,2005,80797945205,52,2062968,2.5206,39165.87
1176,Kuwait,2006,102000000000,45,2165713,2.0778,47097.65
1177,Kuwait,2007,115000000000,51,3074918,1.6586,37399.37
1178,Kuwait,2008,147000000000,47,3369394,1.3949,43628.02
1179,Kuwait,2009,106000000000,61,3165654,1.9269,33484.39
1180,Kuwait,2010,115000000000,39,3281614,1.1884,35043.73
1181,Kuwait,2011,154000000000,41,3333698,1.2299,46194.95
1182,Kuwait,2012,174000000000,56,3496698,1.6015,49761.23
1183,Kuwait,2013,174000000000,41,3574090,1.1471,48683.72
1184,Kuwait,2014,163000000000,68,3715284,1.8303,43872.82
1185,Kyrgyzstan,1990,2674000000,547,3737300,14.6362,715.49
1186,Kyrgyzstan,1991,2570833333,543,3796500,14.3026,677.16
1187,Kyrgyzstan,1992,2316562500,491,3839300,12.7888,603.38
1188,Kyrgyzstan,1993,2028295455,563,3841200,14.6569,528.04
1189,Kyrgyzstan,1994,1681006993,581,3851100,15.0866,436.5
1190,Kyrgyzstan,1995,1661018519,605,3905400,15.4914,425.31
1191,Kyrgyzstan,1996,1827570586,480,3978800,12.0639,459.33
1192,Kyrgyzstan,1997,1767864036,496,4059900,12.217,435.45
1193,Kyrgyzstan,1998,1645963750,509,4139700,12.2956,397.6
1194,Kyrgyzstan,1999,1249062025,556,4298100,12.9359,290.61
1195,Kyrgyzstan,2000,1369693171,510,4369202,11.6726,313.49
1196,Kyrgyzstan,2001,1525112242,560,4425784,12.6531,344.6
1197,Kyrgyzstan,2002,1605640633,567,4473163,12.6756,358.95
1198,Kyrgyzstan,2003,1919012781,479,4520843,10.5954,424.48
1199,Kyrgyzstan,2004,2211535312,438,4572278,9.5795,483.68
1200,Kyrgyzstan,2005,2460248026,470,4614533,10.1852,533.15
1201,Kyrgyzstan,2006,2834168889,463,4646475,9.9645,609.96
1202,Kyrgyzstan,2007,3802566171,482,4668640,10.3242,814.49
1203,Kyrgyzstan,2008,5139957785,473,4690924,10.0833,1095.72
1204,Kyrgyzstan,2009,4690062255,458,4800134,9.5414,977.07
1205,Kyrgyzstan,2010,4794357795,500,4837556,10.3358,991.07
1206,Kyrgyzstan,2011,6197766119,471,4870538,9.6704,1272.5
1207,Kyrgyzstan,2012,6605139933,524,4932360,10.6237,1339.14
1208,Kyrgyzstan,2013,7335027592,446,5012200,8.8983,1463.43
1209,Kyrgyzstan,2014,7468096567,461,5096430,9.0455,1465.36
1210,Kyrgyzstan,2015,6678178340,417,5195827,8.0257,1285.3
1211,Latvia,1995,5788368511,1024,2374700,43.1212,2437.52
1212,Latvia,1996,5970044666,922,2363400,39.0116,2526.04
1213,Latvia,1997,6525676264,886,2354700,37.6269,2771.34
1214,Latvia,1998,7174985107,839,2344100,35.792,3060.87
1215,Latvia,1999,7533187605,763,2333400,32.6991,3228.42
1216,Latvia,2000,7937758980,770,2272107,33.8892,3493.57
1217,Latvia,2001,8350252966,708,2242227,31.5758,3724.09
1218,Latvia,2002,9546441564,670,2214484,30.2554,4310.91
1219,Latvia,2003,11748433157,604,2190211,27.5773,5364.06
1220,Latvia,2004,14373269156,563,2163477,26.0229,6643.6
1221,Latvia,2005,16922504045,564,2137831,26.3819,7915.74
1222,Latvia,2006,21447021570,487,2115215,23.0237,10139.41
1223,Latvia,2007,30901399261,453,2093878,21.6345,14757.98
1224,Latvia,2008,35596016664,527,2067529,25.4894,17216.7
1225,Latvia,2009,26169854045,516,2030316,25.4148,12889.55
1226,Latvia,2010,23757368290,438,1987906,22.0332,11950.95
1227,Latvia,2011,28223552825,440,1953611,22.5224,14446.86
1228,Latvia,2012,28119996053,444,1931521,22.9871,14558.47
1229,Latvia,2013,30254677297,383,1912464,20.0265,15819.74
1230,Latvia,2014,31335013752,382,1894041,20.1685,16544.0
1231,Latvia,2015,26972863394,387,1875522,20.6343,14381.52
1232,Lithuania,1995,7870782261,1694,3387149,50.0126,2323.72
1233,Lithuania,1996,8385109020,1722,3375163,51.0198,2484.36
1234,Lithuania,1997,10120274493,1632,3364273,48.5097,3008.16
1235,Lithuania,1998,11240360898,1553,3350973,46.3447,3354.36
1236,Lithuania,1999,10972878636,1550,3333452,46.4983,3291.75
1237,Lithuania,2000,11539211480,1631,3315125,49.1987,3480.78
1238,Lithuania,2001,12252498921,1533,3294138,46.5372,3719.49
1239,Lithuania,2002,14278357284,1551,3274488,47.3662,4360.49
1240,Lithuania,2003,18802576988,1455,3254127,44.7125,5778.07
1241,Lithuania,2004,22649930576,1380,3222969,42.8177,7027.66
1242,Lithuania,2005,26125575942,1319,3174728,41.5469,8229.23
1243,Lithuania,2006,30216060233,1049,3125767,33.5598,9666.77
1244,Lithuania,2007,39738180077,1025,3087867,33.1944,12869.14
1245,Lithuania,2008,47850551149,1111,3053756,36.3814,15669.41
1246,Lithuania,2009,37440673478,1138,3016497,37.7259,12411.97
1247,Lithuania,2010,37120517694,1018,2949737,34.5116,12584.35
1248,Lithuania,2011,43476873413,1018,2879805,35.3496,15097.16
1249,Lithuania,2012,42848195256,927,2837770,32.6665,15099.25
1250,Lithuania,2013,46417340375,1085,2806627,38.6585,16538.48
1251,Lithuania,2014,48516371721,930,2781577,33.4343,17442.04
1252,Lithuania,2015,41508609233,896,2753926,32.5354,15072.52
1253,Lithuania,2016,42773029835,822,2445296,33.6156,17491.96
1254,Luxembourg,1985,4738559685,55,344800,15.9513,13742.92
1255,Luxembourg,1986,6921264132,51,346000,14.7399,20003.65
1256,Luxembourg,1987,8614215559,74,349400,21.1792,24654.31
1257,Luxembourg,1988,9750161053,69,352300,19.5856,27675.73
1258,Luxembourg,1989,10391504709,73,355400,20.5402,29238.9
1259,Luxembourg,1990,13229247948,68,358800,18.9521,36870.81
1260,Luxembourg,1991,14321878795,77,362900,21.218,39465.08
1261,Luxembourg,1992,16065740778,59,367300,16.0632,43740.11
1262,Luxembourg,1993,16486900187,64,372000,17.2043,44319.62
1263,Luxembourg,1994,18325791415,74,377000,19.6286,48609.53
1264,Luxembourg,1995,21588170498,63,382100,16.4878,56498.75
1265,Luxembourg,1996,21776609772,72,387700,18.5711,56168.71
1266,Luxembourg,1997,19731912494,81,392600,20.6317,50259.58
1267,Luxembourg,1998,20209122027,64,397915,16.0838,50787.54
1268,Luxembourg,1999,22235929043,70,403890,17.3315,55054.42
1269,Luxembourg,2000,21263514833,62,410164,15.1159,51841.49
1270,Luxembourg,2001,21272418792,73,413930,17.6358,51391.34
1271,Luxembourg,2002,23616328816,85,418106,20.3298,56484.07
1272,Luxembourg,2003,29557325056,48,423654,11.33,69767.61
1273,Luxembourg,2004,34685281848,62,430128,14.4143,80639.44
1274,Luxembourg,2005,37347394603,49,437338,11.2041,85397.09
1275,Luxembourg,2006,42414308117,65,444821,14.6126,95351.41
1276,Luxembourg,2007,50888134410,78,452012,17.2562,112581.38
1277,Luxembourg,2008,55849686539,43,460371,9.3403,121314.52
1278,Luxembourg,2009,51370543206,48,469209,10.23,109483.29
1279,Luxembourg,2010,53212476812,54,477979,11.2976,111328.06
1280,Luxembourg,2011,60004630234,55,488918,11.2493,122729.44
1281,Luxembourg,2012,56677961787,51,501044,10.1787,113119.73
1282,Luxembourg,2013,61739352212,40,512689,7.802,120422.62
1283,Luxembourg,2014,66327344189,67,524940,12.7634,126352.24
1284,Luxembourg,2015,57784495265,64,537748,11.9015,107456.46
1285,Macao S.A.R,1994,6265844252,27,346542,7.7913,18081.05
1286,Maldives,2000,624337145,0,247387,0.0,2523.73
1287,Maldives,2001,870179739,3,255503,1.1742,3405.75
1288,Maldives,2002,897031250,3,263747,1.1375,3401.11
1289,Maldives,2003,1052121055,4,272110,1.47,3866.53
1290,Maldives,2004,1226829563,1,280526,0.3565,4373.32
1291,Maldives,2005,1163362438,1,288936,0.3461,4026.37
1292,Maldives,2007,1868383461,5,305536,1.6365,6115.1
1293,Maldives,2008,2271646188,0,313924,0.0,7236.29
1294,Maldives,2010,2588176055,1,331559,0.3016,7806.08
1295,Maldives,2011,2774351760,2,341018,0.5865,8135.5
1296,Malta,1985,1117835286,2,307200,0.651,3638.79
1297,Malta,1986,1435079200,1,315800,0.3167,4544.27
1298,Malta,1987,1751247763,1,317400,0.3151,5517.48
1299,Malta,1988,2019474244,9,320800,2.8055,6295.12
1300,Malta,1989,2118574772,23,324000,7.0988,6538.81
1301,Malta,1990,2547163582,8,327400,2.4435,7779.97
1302,Malta,1991,2750041434,10,330800,3.023,8313.31
1303,Malta,1992,3021910217,18,334300,5.3844,9039.52
1304,Malta,1993,2709178327,16,337700,4.7379,8022.44
1305,Malta,1994,2998570147,15,341700,4.3898,8775.45
1306,Malta,1995,3439931907,17,344900,4.929,9973.71
1307,Malta,1996,3570271558,10,348200,2.8719,10253.51
1308,Malta,1997,3705372039,15,350400,4.2808,10574.69
1309,Malta,1998,3923637971,12,353400,3.3956,11102.54
1310,Malta,1999,4127313818,27,355600,7.5928,11606.62
1311,Malta,2000,4306192436,23,362676,6.3417,11873.39
1312,Malta,2001,4331870648,30,370541,8.0963,11690.66
1313,Malta,2002,4689832690,19,374456,5.074,12524.39
1314,Malta,2003,5456583589,20,377785,5.294,14443.62
1315,Malta,2004,6062780269,24,380918,6.3006,15916.23
1316,Malta,2005,6394851387,19,384111,4.9465,16648.45
1317,Malta,2006,6757119558,26,386038,6.7351,17503.77
1318,Malta,2007,7880509171,26,387581,6.7083,20332.55
1319,Malta,2008,8977149553,14,390195,3.5879,23006.83
1320,Malta,2009,8528202278,36,393102,9.1579,21694.63
1321,Malta,2010,8741059603,31,394949,7.8491,22132.12
1322,Malta,2011,9507645260,20,396423,5.0451,23983.59
1323,Malta,2012,9209559296,25,399138,6.2635,23073.62
1324,Malta,2013,10145114180,22,402728,5.4627,25190.98
1325,Malta,2014,11234045376,32,406525,7.8716,27634.33
1326,Malta,2015,10574026838,34,410637,8.2798,25750.3
1327,Mauritius,1985,1080642033,104,883400,11.7727,1223.28
1328,Mauritius,1986,1469046115,28,898100,3.1177,1635.73
1329,Mauritius,1987,1888754655,140,911300,15.3627,2072.59
1330,Mauritius,1988,2143484488,167,925000,18.0541,2317.28
1331,Mauritius,1989,2191096860,144,932900,15.4357,2348.69
1332,Mauritius,1990,2653480001,147,941100,15.62,2819.55
1333,Mauritius,1991,2856890681,137,938100,14.604,3045.4
1334,Mauritius,1992,3224267548,146,948300,15.396,3400.05
1335,Mauritius,1993,3263368410,138,958300,14.4005,3405.37
1336,Mauritius,1994,3558137040,129,972800,13.2607,3657.62
1337,Mauritius,1995,4040345933,147,981900,14.971,4114.82
1338,Mauritius,1996,4421943910,153,995000,15.3769,4444.16
1339,Mauritius,1997,4187367602,122,1011700,12.0589,4138.94
1340,Mauritius,1998,4169664285,155,1026300,15.1028,4062.81
1341,Mauritius,1999,4291172816,174,1042400,16.6922,4116.63
1342,Mauritius,2000,4582555125,137,1056073,12.9726,4339.24
1343,Mauritius,2001,4536538211,113,1068947,10.5712,4243.93
1344,Mauritius,2002,4767303154,131,1079755,12.1324,4415.17
1345,Mauritius,2003,5609831328,88,1092234,8.0569,5136.11
1346,Mauritius,2004,6385695187,97,1103091,8.7935,5788.91
1347,Mauritius,2005,6283803256,102,1113942,9.1567,5641.05
1348,Mauritius,2006,7028803366,118,1125301,10.4861,6246.15
1349,Mauritius,2007,8150138757,127,1135233,11.1871,7179.27
1350,Mauritius,2008,9990370016,84,1146258,7.3282,8715.64
1351,Mauritius,2009,9128843109,115,1159551,9.9176,7872.74
1352,Mauritius,2010,10003670690,98,1164931,8.4125,8587.35
1353,Mauritius,2011,11518393367,118,1173352,10.0567,9816.66
1354,Mauritius,2012,11668685524,115,1180547,9.7412,9884.13
1355,Mauritius,2013,12129642296,98,1147390,8.5411,10571.51
1356,Mauritius,2014,12803445934,120,1151424,10.4219,11119.66
1357,Mauritius,2015,11692287066,104,1154848,9.0055,10124.52
1358,Mauritius,2016,12232463656,98,992432,9.8747,12325.74
1359,Mexico,1985,184000000000,1544,67566000,2.2852,2723.26
1360,Mexico,1986,129000000000,1714,69123500,2.4796,1866.22
1361,Mexico,1987,140000000000,1701,67948100,2.5034,2060.4
1362,Mexico,1988,183000000000,1703,69646000,2.4452,2627.57
1363,Mexico,1989,223000000000,1865,71359000,2.6135,3125.04
1364,Mexico,1990,263000000000,1926,73076900,2.6356,3598.95
1365,Mexico,1991,314000000000,2103,74796300,2.8116,4198.07
1366,Mexico,1992,364000000000,2237,75285800,2.9713,4834.91
1367,Mexico,1993,501000000000,2342,76826800,3.0484,6521.16
1368,Mexico,1994,528000000000,2588,78374100,3.3021,6736.92
1369,Mexico,1995,360000000000,2877,79927100,3.5995,4504.1
1370,Mexico,1996,411000000000,3008,83802294,3.5894,4904.4
1371,Mexico,1997,500000000000,3350,85340880,3.9254,5858.86
1372,Mexico,1998,527000000000,3312,86825678,3.8145,6069.63
1373,Mexico,1999,600000000000,3327,88271977,3.769,6797.17
1374,Mexico,2000,708000000000,3456,89694793,3.8531,7893.43
1375,Mexico,2001,757000000000,3760,91052714,4.1295,8313.87
1376,Mexico,2002,772000000000,3826,92394316,4.1409,8355.49
1377,Mexico,2003,729000000000,4070,93758859,4.3409,7775.27
1378,Mexico,2004,782000000000,4056,95193068,4.2608,8214.88
1379,Mexico,2005,877000000000,4274,96730008,4.4185,9066.47
1380,Mexico,2006,975000000000,4230,98468839,4.2958,9901.61
1381,Mexico,2007,1050000000000,4285,100294297,4.2724,10469.19
1382,Mexico,2008,1110000000000,4642,102170587,4.5434,10864.18
1383,Mexico,2009,900000000000,5023,104044342,4.8277,8650.16
1384,Mexico,2010,1060000000000,4858,105875861,4.5884,10011.72
1385,Mexico,2011,1180000000000,5558,107655100,5.1628,10960.93
1386,Mexico,2012,1200000000000,5381,109368765,4.9201,10972.05
1387,Mexico,2013,1270000000000,5711,111036708,5.1433,11437.66
1388,Mexico,2014,1310000000000,6178,112692589,5.4822,11624.54
1389,Mexico,2015,1170000000000,6234,114357884,5.4513,10231.04
1390,Mongolia,2016,11183458131,423,2167589,19.5148,5159.4
1391,Montenegro,2000,984297589,0,578668,0.0,1700.97
1392,Montenegro,2001,1159869246,0,578668,0.0,2004.38
1393,Montenegro,2002,1284685051,0,578668,0.0,2220.07
1394,Montenegro,2003,1707710053,0,579688,0.0,2945.91
1395,Montenegro,2004,2073234418,0,581623,0.0,3564.57
1396,Montenegro,2005,2257174481,118,583232,20.2321,3870.11
1397,Montenegro,2006,2721904403,0,584885,0.0,4653.74
1398,Montenegro,2007,3680710375,121,587244,20.6047,6267.77
1399,Montenegro,2008,4545674528,126,589953,21.3576,7705.15
1400,Montenegro,2009,4159330370,107,592234,18.0672,7023.12
1401,Netherlands,1985,142000000000,1638,13618300,12.0279,10427.15
1402,Netherlands,1986,198000000000,1604,13695500,11.7119,14457.3
1403,Netherlands,1987,242000000000,1616,13777000,11.7297,17565.51
1404,Netherlands,1988,259000000000,1523,13855700,10.9919,18692.67
1405,Netherlands,1989,255000000000,1520,13929300,10.9122,18306.73
1406,Netherlands,1990,314000000000,1450,14014300,10.3466,22405.69
1407,Netherlands,1991,323000000000,1611,14114800,11.4136,22883.78
1408,Netherlands,1992,358000000000,1587,14216900,11.1628,25181.3
1409,Netherlands,1993,349000000000,1555,14313600,10.8638,24382.41
1410,Netherlands,1994,374000000000,1584,14397700,11.0018,25976.37
1411,Netherlands,1995,447000000000,1511,14474000,10.4394,30882.96
1412,Netherlands,1996,446000000000,1577,14553700,10.8357,30645.13
1413,Netherlands,1997,412000000000,1572,14639900,10.7378,28142.27
1414,Netherlands,1998,432000000000,1519,14734600,10.3091,29318.75
1415,Netherlands,1999,442000000000,1519,14832000,10.2414,29800.43
1416,Netherlands,2000,413000000000,1501,14933235,10.0514,27656.43
1417,Netherlands,2001,427000000000,1474,15038337,9.8016,28394.1
1418,Netherlands,2002,465000000000,1570,15130318,10.3765,30733.0
1419,Netherlands,2003,572000000000,1502,15203397,9.8794,37623.17
1420,Netherlands,2004,651000000000,1514,15265861,9.9176,42644.17
1421,Netherlands,2005,679000000000,1574,15320595,10.2738,44319.43
1422,Netherlands,2006,727000000000,1525,15368697,9.9228,47303.95
1423,Netherlands,2007,839000000000,1354,15425404,8.7777,54390.8
1424,Netherlands,2008,936000000000,1439,15506963,9.2797,60359.98
1425,Netherlands,2009,858000000000,1530,15602176,9.8063,54992.33
1426,Netherlands,2010,836000000000,1604,15691409,10.2222,53277.56
1427,Netherlands,2011,894000000000,1650,15772162,10.4615,56682.15
1428,Netherlands,2012,829000000000,1756,15839503,11.0862,52337.5
1429,Netherlands,2013,867000000000,1856,15899508,11.6733,54529.99
1430,Netherlands,2014,880000000000,1839,15899508,11.5664,55347.62
1431,Netherlands,2015,758000000000,1873,16057342,11.6644,47205.82
1432,Netherlands,2016,777000000000,1886,14239554,13.2448,54566.32
1433,New Zealand,1985,24950895141,338,3025800,11.1706,8246.05
1434,New Zealand,1986,30604668357,414,3026100,13.681,10113.57
1435,New Zealand,1987,40338594862,463,3047100,15.1948,13238.36
1436,New Zealand,1988,45493075684,484,3055200,15.8418,14890.38
1437,New Zealand,1989,44170562822,465,3063800,15.1772,14416.92
1438,New Zealand,1990,45519034244,455,3089400,14.7278,14733.94
1439,New Zealand,1991,42756020707,474,3203900,14.7945,13344.99
1440,New Zealand,1992,41636005955,493,3235600,15.2367,12868.09
1441,New Zealand,1993,46712018141,443,3273200,13.5342,14271.06
1442,New Zealand,1994,55154160816,512,3319500,15.424,16615.2
1443,New Zealand,1995,63918039320,545,3373800,16.1539,18945.41
1444,New Zealand,1996,70140835299,540,3432500,15.732,20434.33
1445,New Zealand,1997,66074513018,562,3470200,16.195,19040.55
1446,New Zealand,1998,56227696195,574,3502800,16.3869,16052.21
1447,New Zealand,1999,58762260626,516,3549300,14.5381,16556.01
1448,New Zealand,2000,52622842840,458,3573690,12.8159,14725.07
1449,New Zealand,2001,53872425917,508,3599090,14.1147,14968.35
1450,New Zealand,2002,66627729311,467,3659190,12.7624,18208.33
1451,New Zealand,2003,88250885550,519,3729420,13.9164,23663.43
1452,New Zealand,2004,104000000000,495,3802510,13.0177,27350.36
1453,New Zealand,2005,115000000000,514,3849280,13.3531,29875.72
1454,New Zealand,2006,112000000000,527,3898600,13.5177,28728.26
1455,New Zealand,2007,137000000000,494,3935450,12.5526,34811.78
1456,New Zealand,2008,133000000000,520,3968450,13.1034,33514.34
1457,New Zealand,2009,121000000000,512,4009980,12.7681,30174.71
1458,New Zealand,2010,147000000000,536,4055470,13.2167,36247.34
1459,New Zealand,2011,168000000000,493,4090460,12.0524,41071.18
1460,New Zealand,2012,176000000000,549,4120870,13.3224,42709.43
1461,New Zealand,2013,191000000000,513,4129770,12.422,46249.55
1462,Nicaragua,2010,8758622329,351,5107427,6.8723,1714.88
1463,Nicaragua,2011,9774316692,369,5177921,7.1264,1887.69
1464,Nicaragua,2012,10532001130,316,5251443,6.0174,2005.54
1465,Nicaragua,2013,10982972256,351,5326935,6.5892,2061.78
1466,Nicaragua,2014,11880438824,311,5402424,5.7567,2199.09
1467,Nicaragua,2015,12611087031,315,5476483,5.7519,2302.77
1468,Norway,1986,78693253276,579,3911700,14.8017,20117.41
1469,Norway,1987,94230055659,649,3929500,16.5161,23980.16
1470,Norway,1988,102000000000,708,3946600,17.9395,25845.03
1471,Norway,1989,103000000000,660,3955800,16.6844,26037.72
1472,Norway,1990,120000000000,659,3961300,16.636,30293.09
1473,Norway,1991,122000000000,675,3972600,16.9914,30710.37
1474,Norway,1992,131000000000,616,3989800,15.4394,32833.73
1475,Norway,1993,121000000000,590,4010500,14.7114,30170.8
1476,Norway,1994,127000000000,531,4033300,13.1654,31487.86
1477,Norway,1995,152000000000,548,4055900,13.5112,37476.27
1478,Norway,1996,164000000000,517,4078000,12.6778,40215.79
1479,Norway,1997,161000000000,533,4102100,12.9933,39248.19
1480,Norway,1998,154000000000,548,4129400,13.2707,37293.55
1481,Norway,1999,162000000000,583,4159745,14.0153,38944.69
1482,Norway,2000,171000000000,541,4168315,12.9789,41023.77
1483,Norway,2001,174000000000,549,4215103,13.0246,41280.13
1484,Norway,2002,195000000000,494,4243689,11.6408,45950.59
1485,Norway,2003,229000000000,502,4273124,11.7478,53590.77
1486,Norway,2004,264000000000,529,4301960,12.2967,61367.38
1487,Norway,2005,309000000000,533,4335092,12.295,71278.76
1488,Norway,2006,345000000000,532,4372103,12.1681,78909.39
1489,Norway,2007,401000000000,485,4417369,10.9794,90778.02
1490,Norway,2008,463000000000,505,4472089,11.2923,103531.03
1491,Norway,2009,387000000000,573,4527536,12.6559,85476.96
1492,Norway,2010,429000000000,548,4582885,11.9575,93609.16
1493,Norway,2011,499000000000,598,4643300,12.8788,107466.67
1494,Norway,2012,510000000000,515,4706585,10.9421,108358.82
1495,Norway,2013,524000000000,554,4767605,11.6201,109908.43
1496,Norway,2014,499000000000,548,4827178,11.3524,103373.03
1497,Norway,2015,387000000000,590,4882909,12.083,79256.03
1498,Oman,2009,48388296489,13,2607549,0.4986,18557.0
1499,Oman,2010,58642392718,13,2748440,0.473,21336.61
1500,Oman,2014,81076723017,7,3631098,0.1928,22328.43
1501,Panama,1985,6541517100,56,1899700,2.9478,3443.45
1502,Panama,1986,6797834200,82,1939900,4.227,3504.22
1503,Panama,1987,6827665300,85,1980800,4.2912,3446.92
1504,Panama,1988,5902783400,87,2064310,4.2145,2859.45
1505,Panama,1989,5918469800,70,2112479,3.3136,2801.67
1506,Panama,1996,9870494000,113,2472851,4.5696,3991.54
1507,Panama,1997,10677286100,145,2526210,5.7398,4226.6
1508,Panama,1998,11575486400,148,2579433,5.7377,4487.61
1509,Panama,1999,12130252200,143,2633348,5.4303,4606.4
1510,Panama,2000,12304115000,143,2688510,5.3189,4576.56
1511,Panama,2001,12502013400,162,2742982,5.906,4557.82
1512,Panama,2002,12994310400,160,2800046,5.7142,4640.75
1513,Panama,2003,13693981200,195,2858964,6.8207,4789.84
1514,Panama,2004,15013381700,186,2918453,6.3732,5144.29
1515,Panama,2005,16374393900,172,2977595,5.7765,5499.2
1516,Panama,2006,18141666300,185,3037959,6.0896,5971.66
1517,Panama,2007,21295984200,171,3097138,5.5212,6876.02
1518,Panama,2008,25155888600,186,3155636,5.8942,7971.73
1519,Panama,2009,27116635600,177,3214513,5.5063,8435.69
1520,Panama,2010,29440287600,151,3274415,4.6115,8991.01
1521,Panama,2011,34686224300,144,3334191,4.3189,10403.19
1522,Panama,2012,40429734400,135,3395244,3.9762,11907.76
1523,Panama,2013,45599994000,130,3457387,3.7601,13189.15
1524,Panama,2014,49921464400,147,3520213,4.1759,14181.38
1525,Panama,2015,54315722500,110,3583382,3.0697,15157.67
1526,Paraguay,1985,2966234106,63,3077314,2.0472,963.9
1527,Paraguay,1986,3439716562,56,3167535,1.7679,1085.93
1528,Paraguay,1987,3778316380,62,3261975,1.9007,1158.29
1529,Paraguay,1989,4599970618,67,3459176,1.9369,1329.79
1530,Paraguay,1990,5695201563,99,3560229,2.7807,1599.67
1531,Paraguay,1991,6984367763,75,3662812,2.0476,1906.83
1532,Paraguay,1994,7870982171,108,3972517,2.7187,1981.36
1533,Paraguay,1995,9062131308,118,4076758,2.8945,2222.88
1534,Paraguay,1996,9788391733,99,4181422,2.3676,2340.92
1535,Paraguay,1997,9965225497,126,4284973,2.9405,2325.62
1536,Paraguay,1998,9024567484,138,4388094,3.1449,2056.6
1537,Paraguay,1999,8392549702,161,4492220,3.584,1868.24
1538,Paraguay,2000,8195993231,154,4598158,3.3492,1782.45
1539,Paraguay,2001,7662595076,152,4701314,3.2331,1629.88
1540,Paraguay,2002,6325151760,177,4809921,3.6799,1315.02
1541,Paraguay,2003,6588103836,174,4920489,3.5362,1338.91
1542,Paraguay,2004,8033877360,234,5027301,4.6546,1598.05
1543,Paraguay,2005,8734653809,239,5126457,4.6621,1703.84
1544,Paraguay,2006,10646157920,251,5223460,4.8052,2038.14
1545,Paraguay,2007,13794910634,227,5307169,4.2772,2599.3
1546,Paraguay,2008,18504130753,222,5382169,4.1247,3438.04
1547,Paraguay,2009,15929902138,283,5456220,5.1867,2919.59
1548,Paraguay,2010,20030528043,223,5534703,4.0291,3619.08
1549,Paraguay,2011,25099681461,298,5610499,5.3115,4473.7
1550,Paraguay,2012,24595319574,275,5695283,4.8286,4318.54
1551,Paraguay,2013,28965906502,323,5786207,5.5822,5006.03
